collection_date,site_name,name,sewershed_pop,N_Gene_gc_g_dry_weight,average_temp
2023-07-26,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,131280.6492687548,16.1
2023-07-27,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,44965.93912520124,15.0
2023-07-31,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,88382.15656179075,16.4
2023-08-02,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,84568.13104678523,15.05
2023-09-06,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,67470.15000993464,17.3
2023-09-07,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,257212.3163496913,16.85
2023-09-11,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,58986.46869441931,18.1
2023-09-13,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,226426.8336464779,17.55
2023-09-14,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,170524.47651610416,16.85
2023-09-18,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,72655.45214875818,18.2
2023-09-20,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,70713.9169549498,16.85
2023-09-21,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,52104.05151824527,17.3
2023-09-25,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,67932.06116574832,18.75
2023-09-27,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,118643.68018705882,19.3
2023-09-28,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,45590.836811851856,18.450000000000003
2023-10-02,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,31115.066732824827,16.3
2023-10-04,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,28908.130631808275,24.15
2023-10-05,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,61439.96898420169,25.0
2023-10-09,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,45358.65743740696,17.05
2023-10-11,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,46582.372363848604,17.65
2023-10-12,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,96330.520340584,18.45
2023-10-16,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,57813.484958782006,17.8
2023-10-18,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,41541.76666250268,22.45
2023-10-19,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,116000.65251144153,22.25
2023-10-23,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,29485.873133739013,17.45
2023-10-25,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,34216.477660996854,15.1
2023-10-26,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,88126.83822887701,13.85
2023-10-30,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,73209.05874051883,16.65
2023-11-01,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,100000.68056409869,16.5
2023-11-02,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,48457.83889679951,18.15
2023-11-06,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,60710.8534566845,17.0
2023-11-08,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,54378.2409284169,16.4
2023-11-09,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,127050.03613111807,14.100000000000001
2023-11-13,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,39967.86806773207,14.85
2023-11-15,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,354771.2159687953,17.3
2023-11-16,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,132659.08010519034,17.1
2023-11-20,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,41672.11448576637,15.8
2023-11-22,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,59441.71059402715,14.3
2023-11-27,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,110724.22207533062,13.049999999999999
2023-11-29,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,200660.3894369992,13.600000000000001
2023-11-30,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,90646.46792977376,13.05
2023-12-04,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,62982.1064023661,13.8
2023-12-06,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,420986.2656900256,13.3
2023-12-07,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,131429.23309550603,12.65
2023-12-11,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,109403.39334629154,11.6
2023-12-13,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,282285.0239782313,12.0
2023-12-14,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,139582.34513033452,12.299999999999999
2023-12-18,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,139400.78704711408,13.649999999999999
2023-12-20,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,240650.7599111404,13.899999999999999
2023-12-21,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,273894.6917024859,13.35
2023-12-25,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,358503.1973805573,11.25
2023-12-27,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,32389.941646374333,13.149999999999999
2023-12-28,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,188810.8938325096,14.8
