collection_date,site_name,name,sewershed_pop,N_Gene_gc_g_dry_weight,Average
2023-07-31,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,88382.15656179075,0.09930579388965252
2023-08-02,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,84568.13104678523,0.09502037196268004
2023-09-06,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,67470.15000993464,0.0758091573145333
2023-09-07,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,257212.3163496913,0.2890026026401026
2023-09-11,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,58986.46869441931,0.06627693111732506
2023-09-13,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,226426.8336464779,0.254412172636492
2023-09-14,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,170524.47651610416,0.191600535411353
2023-09-18,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,72655.45214875818,0.08163533949298672
2023-09-20,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,70713.9169549498,0.0794538392752245
2023-09-21,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,52104.05151824527,0.05854387811038795
2023-09-25,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,67932.06116574832,0.07632815861320036
2023-09-27,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,118643.68018705882,0.13330750582815598
2023-09-28,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,45590.836811851856,0.05122565933915939
2023-10-02,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,31115.066732824827,0.034960749138005426
2023-10-04,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,28908.130631808275,0.032481045653717164
2023-10-05,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,61439.96898420169,0.06903367301595695
2023-10-09,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,45358.65743740696,0.05096478363753591
2023-10-11,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,46582.372363848604,0.052339744229043375
2023-10-12,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,96330.520340584,0.10823653970852135
2023-10-16,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,57813.484958782006,0.06495897186380001
2023-10-18,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,41541.76666250268,0.04667614231741875
2023-10-19,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,116000.65251144153,0.13033781181060847
2023-10-23,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,29485.873133739013,0.033130194532291025
2023-10-25,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,34216.477660996854,0.038445480517973994
2023-10-26,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,88126.83822887701,0.09901891935828877
2023-10-30,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,73209.05874051883,0.08225736937136947
2023-11-01,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,100000.68056409869,0.11236031524056032
2023-11-02,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,48457.83889679951,0.05444700999640395
2023-11-06,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,60710.8534566845,0.06821444208616236
2023-11-08,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,54378.2409284169,0.06109914711058078
2023-11-09,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,127050.03613111807,0.14275284958552592
2023-11-13,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,39967.86806773207,0.044907716930036035
2023-11-15,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,354771.2159687953,0.3986193437851632
2023-11-16,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,132659.08010519034,0.1490551461856071
2023-11-20,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,41672.11448576637,0.04682260054580491
2023-11-22,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,59441.71059402715,0.06678843886969343
2023-11-27,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,110724.22207533062,0.12440923828688834
2023-11-29,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,200660.38943699916,0.22546111172696534
2023-11-30,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,90646.46792977376,0.10184996396603793
2023-12-04,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,62982.1064023661,0.0707664116880518
2023-12-06,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,420986.2656900256,0.4730182760562085
2023-12-07,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,131429.23309550603,0.14767329561292813
2023-12-11,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,109403.39334629154,0.12292516106324892
2023-12-13,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,282285.0239782313,0.3171741842452037
2023-12-14,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,139582.34513033452,0.15683409565206127
2023-12-18,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,139400.78704711408,0.15663009780574616
2023-12-20,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,240650.7599111404,0.27039411225970833
2023-12-21,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,273894.6917024859,0.3077468446095347
2023-12-25,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,358503.1973805573,0.4028125813264689
2023-12-27,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,32389.941646374333,0.036393192861094756
2023-12-28,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,188810.8938325096,0.2121470717219209
