collection_date,site_name,name,sewershed_pop,N_Gene_gc_g_dry_weight,Average
2023-12-17,Joint Water Pollution Control Plant,"Los Angeles County, CA",3500000,346641.90654789924,0.0990405447279712
2023-12-18,Joint Water Pollution Control Plant,"Los Angeles County, CA",3500000,313299.87843311555,0.08951425098089015
2023-12-20,Joint Water Pollution Control Plant,"Los Angeles County, CA",3500000,155295.38404596446,0.044370109727418415
2023-12-24,Joint Water Pollution Control Plant,"Los Angeles County, CA",3500000,561990.0676692242,0.1605685907626355
2023-12-25,Joint Water Pollution Control Plant,"Los Angeles County, CA",3500000,511238.5747684451,0.14606816421955574
2023-12-27,Joint Water Pollution Control Plant,"Los Angeles County, CA",3500000,203236.77797647065,0.058067650850420184
2023-12-31,Joint Water Pollution Control Plant,"Los Angeles County, CA",3500000,382345.7450135747,0.10924164143244992
2023-01-04,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,177522.39831578947,0.19946336889414548
2023-01-05,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,153118.5194560531,0.1720432802877001
2023-01-09,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,329042.08844884485,0.36971021174027513
2023-01-11,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,190856.88736969695,0.21444594086482804
2023-01-12,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,220289.47762962963,0.24751626699958384
2023-01-16,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,125470.76193732192,0.1409783841992381
2023-01-18,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,255709.4727975077,0.28731401437922216
2023-01-19,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,460270.1898039215,0.5171575166336196
2023-01-23,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,179882.30647811448,0.20211495109900504
2023-01-25,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,98305.46541387025,0.11045557911670814
2023-01-26,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,119105.0470748299,0.13382589558969651
2023-01-30,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,96813.45192509364,0.10877915946639735
2023-02-01,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,169219.17447975077,0.1901339039098323
2023-02-02,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,204958.770259887,0.23029075310099664
2023-02-06,Regional Water Recycling Plant No.1 (RP-1),"Ontario, CA",890000,158098.06393073592,0.17763827407947858
